question,position,jobTitle,company,year,Subject,Model Answer,Hint Suggestion,Approach Suggestion
What is Docker?,Software Engineer,Senior Software Developer,Accenture; HCLTech; Infosys; JPMorgan Chase & Co.; MathWorks; NVIDIA; Red Hat; Sutherland; Tata Consultancy Services; Tech Mahindra; Wipro ,2024,General CS,"Docker is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is Docker?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you sort an array?,Software Engineer,Associate Software Engineer,ADP; Dassault Systèmes; Intel; Microsoft; NVIDIA; Publicis Sapient; Remitly; ValueLabs,2024,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you sort an array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what Polymorphism is?,Software Engineer,Software Engineer,Antra; Bloomberg LP; CGI; Cerner Corporation; Citadel; CitiusTech; Coforge; Cognizant; Ericsson; HARMAN; HCLTech; Honeywell; IBM ; IHS Markit; ITC Infotech; Infogain; Infosys; Intel; JPMorgan Chase & Co.; Microsoft; Morgan Stanley; Mphasis; NTT Data; NVIDIA; Nokia; Northern Trust Asset Servicing; Optum; Paycom; Persistent Systems; Raytheon Technologies; Societe Generale; Tata Consultancy Services; Tech Mahindra; The Home Depot; VMware; Virtusa; Visa; Wipro ; YASH Technologies; Zynga,2021,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what Polymorphism is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with operating systems?,Software Engineer,Member Of Technical Staff,Applied Materials; Capgemini; Cisco; DXC Technology; Goldman Sachs; Google; Intel; Microsoft; NVIDIA; Nokia; Nutanix; Qualcomm; Tata Consultancy Services; VMware; Yahoo,2021,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'Can you explain your experience with operating systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What experience do you have with data structures and algorithms?,Gaming Engineer,Game Developer,Accenture; Adobe; Amazon; Amazon Web Services (AWS); Audible; Cisco; Cognizant; Datadog; EPAM Systems ; Google; Huawei; Jio; Juniper Networks; Meta; Microsoft; Morgan Stanley; NVIDIA; Nagarro; NetApp; Nokia; Nutanix; Oracle; PayPal; SAP; Tata Consultancy Services; Tokopedia; Unisys; VNG; Valeo; Walmart Global Tech; Zynga,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What experience do you have with data structures and algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss any personal projects you have worked on?,Frontend Developer,Frontend Engineer,LINE Technology; Microsoft; NVIDIA; TEKsystems; Trimble Inc.; Walmart Global Tech,2019,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss any personal projects you have worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how Breadth-First Search (BFS) is used for graph traversal?,Software Engineer,Software Engineer,NVIDIA,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how Breadth-First Search (BFS) is used for graph traversal?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is an API?,Software Engineer,Software Engineer II,AU Small Finance Bank; Agoda; Atlassian; Barclays; CGI; Capgemini; Caterpillar Inc.; Citrix; Dell Technologies; Ernst & Young (EY); Fidelity Investments; IDFC FIRST Bank; KPMG; NVIDIA; S&P Global; Tata Consultancy Services; Tech Mahindra; Zoho,2023,General CS,"An api is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is an API?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the principles of Object-Oriented Programming?,Software Engineer,Software Engineer,Accenture; Adobe; Amadeus; Amazon; American Express; Apple; Bank of America; CGI; Capgemini; Cerner Corporation; Cognizant; Deloitte; EPAM Systems ; Fidelity Investments; Garena; Globallogic; HCLTech; IBM ; Infosys; Intuit; John Deere; KPIT; Micron Technology; NTT Data; NVIDIA; Nagarro; Nokia; Paycom; Persistent Systems; PropertyGuru ; Raytheon Technologies; Ripple; ServiceNow; Siemens Healthineers; Snap Inc.; TEKsystems; Tata Consultancy Services; Tata Technologies; Tech Mahindra; Thoughtworks; Valeo; Virtusa; Wells Fargo; Wipro ,2023,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain the principles of Object-Oriented Programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with Python programming?,Software Engineer,Software Engineer,CBRE; Capgemini; Ernst & Young (EY); Infosys; Klaviyo; NVIDIA; ParallelChain Lab; Spotify; Tata Consultancy Services; Wipro ,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience with Python programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the different types of databases and what are the advantages and disadvantages of each?,Backend Developer,Back-end developer intern,NVIDIA,2020,DBMS,"Advantages:
• Improves efficiency
• Reduces manual effort
• Reliable and scalable",Identify the main concept in: 'What are the different types of databases and what are the advantages and disadvantages of each?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a time when you had to resolve a conflict within a team?,Software Engineer,Software Engineer Intern,ADP; Cerner Corporation; Docusign; IBM ; Microsoft; NVIDIA; Roblox; Salesforce; Target; Twitch,2024,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a time when you had to resolve a conflict within a team?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe what happens when a segfault occurs?,Software Engineer,Software Engineer(Internship),NVIDIA,2018,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe what happens when a segfault occurs?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you walk me through your project?,Software Engineer,Associate Software Engineer,Accenture; Brillio; Cloudflare; NVIDIA,2023,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you walk me through your project?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the implementation of a queue?,Systems Engineer,Systems Engineer,NVIDIA,2023,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the implementation of a queue?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
